Brand ID,Brand Name,Brand Logo,Brand Urls,Domain,Logo URL
MZ_BRAND_0000007773,Caption by Hyatt,Caption_logo_Y8zCQxj.jpeg,https://www.hyatt.com/brands/caption-by-hyatt,NA,NA
MZ_BRAND_0000001521,Childrens Dental Centers,download.jpeg,https://www.greatstartgreatsmiles.com/,NA,NA
MZ_BRAND_0000004788,Lehi Bakery,Lehi.jpeg,https://www.lehibakery.com/,lehibakery.com,https://logo.clearbit.com/lehibakery.com
MZ_BRAND_0000007659,Dental Dreams,images_Io0DXA5.jpeg,https://www.dentaldreams.com/,dentaldreams.com,https://logo.clearbit.com/dentaldreams.com
MZ_BRAND_0000003603,Meineke Car Care Centers/Econo Lube,Meineke_Car_Care_CentersEcono_Lube.jpeg,https://www.econolube.com/,NA,NA
MZ_BRAND_0000000675,BJ's Wholesale Club,BJs_Wholesale_Club.jpeg,https://www.bjs.com/,bjs.com,https://logo.clearbit.com/bjs.com
MZ_BRAND_0000007789,Rise Southern Biscuits & Righteous Chicken,RISE.jpeg,https://risebiscuitschicken.com/,NA,NA
MZ_BRAND_0000006115,Winchell's Donut House,Winchells_Donut_House.jpeg,https://winchells.com/,winchells.com,https://logo.clearbit.com/winchells.com
MZ_BRAND_0000006631,Haven,Haven_logo.jpeg,https://haventampa.com/,haven.com,https://logo.clearbit.com/haven.com
MZ_BRAND_0000007962,Cine Lounge,CineLounge_P3vKKp2.jpeg,https://www.cinelounge.com/,cinelounge.com,https://logo.clearbit.com/cinelounge.com
MZ_BRAND_0000006934,hopebridge,Hopebridge.jpeg,https://www.hopebridge.com/,hopebridge.com,https://logo.clearbit.com/hopebridge.com
MZ_BRAND_0000004622,Rent King,Rent_King.jpeg,https://www.myrentking.com/,rentking.co.kr,https://logo.clearbit.com/rentking.co.kr
MZ_BRAND_0000000541,bd's Mongolian Grill,bds_Mongolian_Grill.jpeg,https://www.bdsgrill.com/,NA,NA
MZ_BRAND_0000007025,Honolulu Sushi,download_tqFdSKp.jpg,https://honolulusushi.com/,NA,NA
MZ_BRAND_0000007948,AKT,1b8ebffa.jpg,https://www.theakt.com/,theakt.com,https://logo.clearbit.com/theakt.com
MZ_BRAND_0000002131,PETNET Solutions,siemens.jpg,https://www.siemens-healthineers.com/molecular-imaging/petnet,NA,NA
MZ_BRAND_0000001604,BE Orthodontics,BE_Logo_dW7qMI9.jpg,https://beorthodontics.com/,beorthodontics.com,https://logo.clearbit.com/beorthodontics.com
MZ_BRAND_0000007857,Rainforest Carwash & Oil Change,Rainforest_Carwash__Oil_Change_L83be0b.jpg,https://rfwash.com/,rfwash.com,https://logo.clearbit.com/rfwash.com
MZ_BRAND_0000003396,Complete Dental Care,CompleteDentalCare.jpg,https://www.completedental-al.com/,arvadadentist.co,https://logo.clearbit.com/arvadadentist.co
MZ_BRAND_0000006809,Affiliated Dental Specialists,images_affialiated_pu4YsRV.jpg,https://affiliateddentalspecialists.com/,affiliateddentalspecialists.com,https://logo.clearbit.com/affiliateddentalspecialists.com
MZ_BRAND_0000000250,American Lubefast (ALF),american-lube-fast-logo-512x512-01.jpg,https://lubefast.com/locations/,NA,NA
MZ_BRAND_0000006900,AuraSmile Dental,logo-aurasmiledental_l5qVg0l.jpg,https://aurasmiledental.com/,NA,NA
MZ_BRAND_0000006500,Soapy Joe's Car Wash,images_eVkkIZE.jpg,https://soapyjoescarwash.com/,soapyjoescarwash.com,https://logo.clearbit.com/soapyjoescarwash.com
MZ_BRAND_0000007707,Sioux Falls Smiles,Logo-C-SiouxFalls-Web_SxfvoUv.jpg,https://siouxfallssmiles.com/,siouxfallssmiles.com,https://logo.clearbit.com/siouxfallssmiles.com
MZ_BRAND_0000002116,Flynn's Tire,599179.jpg,https://www.flynnstire.com/,flynnstire.com,https://logo.clearbit.com/flynnstire.com
MZ_BRAND_0000000500,Barberitos,BARB-Logo-Header.jpg,https://barberitos.com/,barberitos.com,https://logo.clearbit.com/barberitos.com
MZ_BRAND_0000001308,Cobblestone Inn & Suites,cobblestone_hotels_logo.jpg,https://staycobblestone.com/,NA,NA
MZ_BRAND_0000007620,Dollop Coffee Co.,Dollop-Logo.jpg,https://www.dollopcoffee.com/,ohzfmgot.top,https://logo.clearbit.com/ohzfmgot.top
MZ_BRAND_0000007964,Peachtree Immediate Care,peachtree_logo_1.jpg,https://www.peachtreemed.com/,peachtreemed.com,https://logo.clearbit.com/peachtreemed.com
MZ_BRAND_0000006208,Yoga Six,download_mQjVuBd.jpg,https://www.yogasix.com/,yogasix.com,https://logo.clearbit.com/yogasix.com
MZ_BRAND_0000003898,Newk's Eatery,400x400.jpg,https://newks.com/,newks.com,https://logo.clearbit.com/newks.com
MZ_BRAND_0000007641,The Smoked Taco,THESMOKED_X6cAwE4.jpg,https://www.thesmokedtaco.com/,thesmokedtaco.com,https://logo.clearbit.com/thesmokedtaco.com
MZ_BRAND_0000007435,Auntie Anne's Pretzels,396910LOGO.jpg,https://www.auntieannes.com/,macysweddingchannel.com,
MZ_BRAND_0000007529,Blue Sky Express Car Wash,blue-sky-logo_cNFHA7J.jpg,https://blueskyexpress.com/,NA,NA
MZ_BRAND_0000000929,by CHLOE,by_CHLOE_fj5Qa4G.jpg,https://www.instagram.com/chefchloe/?hl=en,eatbychloe.com,https://logo.clearbit.com/eatbychloe.com
MZ_BRAND_0000006102,High Tide Dentistry,HTD-LOGO-RGB-Web_Qgct208.jpg,https://www.hightidedentistry.com/,hightidedentistry.com,https://logo.clearbit.com/hightidedentistry.com
MZ_BRAND_0000005100,Sonny’s Real Pit Bar-B-Q,kisspng-barbecue-grill-sonnys-bbq-barbecue-restaurant-foo-gold-gala-2-1_4awehP4.jpg,https://www.sonnysbbq.com/,NA,NA
MZ_BRAND_0000007647,Rush Bowls,Rush_Bowls_Logo.jpg,https://rushbowls.com/,rushbowls.com,https://logo.clearbit.com/rushbowls.com
MZ_BRAND_0000000994,Canyon Ranch,Canyon_Ranch_Logo.jpg,https://www.canyonranch.com/,canyonranch.com,https://logo.clearbit.com/canyonranch.com
MZ_BRAND_0000007497,Carolina Dental Docs,carolina_dental_docs.jpg,http://carolinadentaldocs.com/,carolinadentaldocs.com,https://logo.clearbit.com/carolinadentaldocs.com
MZ_BRAND_0000007888,BLISS Car Wash,download.jpg,https://blisscarwash.com/,blisscarwash.com,https://logo.clearbit.com/blisscarwash.com
MZ_BRAND_0000007739,Hang 10 Car Wash,Hang_10_Car_Wash_Z4KQdml.jpg,https://hang10carwash.com/,hang10carwash.com,https://logo.clearbit.com/hang10carwash.com
MZ_BRAND_0000006494,Waters Edge Winery,266_43697_640x360_640x360.jpg,https://wewba.com/,NA,NA
MZ_BRAND_0000007785,First Choice Dental,first-choice.jpg,https://www.firstchoicedental.com/,firstchoicedental.com,https://logo.clearbit.com/firstchoicedental.com
MZ_BRAND_0000003242,Lebanese Taverna,lebanese-taverna-big_VBy0ikd.jpg,https://www.lebanesetaverna.com/,lebanesetaverna.com,https://logo.clearbit.com/lebanesetaverna.com
MZ_BRAND_0000005087,Soccer Post,SOCCER-POST-MASTER-LOGO-LARGE_K7elslI.jpg,https://soccerpost.com/,soccerpost.com,https://logo.clearbit.com/soccerpost.com
MZ_BRAND_0000005202,Steak 'n Shake,Steak_n_Shake.jpg,https://www.steaknshake.com/,steaknshake.com,https://logo.clearbit.com/steaknshake.com
MZ_BRAND_0000004867,Save-A-Lot,SaveALotLogo.jpg,https://savealot.com/,savealot.com,NA
MZ_BRAND_0000003527,Massage Envy,Massage-Envy-Logo.jpg,https://www.massageenvy.com/,massageenvy.com,https://logo.clearbit.com/massageenvy.com
MZ_BRAND_0000001786,Eggs Up Grill,EUG-Social.jpg,https://eggsupgrill.com/,eggsupgrill.com,https://logo.clearbit.com/eggsupgrill.com
MZ_BRAND_0000006008,Milcarsky's Appliance Centre,Milcarskys.jpg,https://www.milcarsky.com/,milcarsky.com,https://logo.clearbit.com/milcarsky.com
MZ_BRAND_0000001719,PayMore,paymore.jpg,https://paymore.com/,NA,NA
MZ_BRAND_0000005850,United Grocery Outlet,United_Grocery_Outlet_Logo.jpg,https://www.myugo.com/,myugo.com,https://logo.clearbit.com/myugo.com
MZ_BRAND_0000003596,MedMen,MedMen.jpg,https://medmen.com/,medmen.com,https://logo.clearbit.com/medmen.com
MZ_BRAND_0000002898,Alcovy Family and Cosmetic Dentistry,AlcovyFamilyCosmeticDentistry_0djMHJA.png,https://alcovydental.com/,NA,NA
MZ_BRAND_0000007745,PET CLUB,PET-CLUB.png,https://www.petclubstores.com/,petclubstores.com,https://logo.clearbit.com/petclubstores.com
MZ_BRAND_0000006097,Wild Birds Unlimited,Wild_Birds_Unlimited.png,https://www.wbu.com/,wbu.com,https://logo.clearbit.com/wbu.com
MZ_BRAND_0000002454,Great Clips,Great_Clips.png,https://www.greatclips.com/,greatclips.com,https://logo.clearbit.com/greatclips.com
MZ_BRAND_0000000326,Arden's Garden,Ardens_Garden.png,https://www.ardensgarden.com/,ardensgarden.com,https://logo.clearbit.com/ardensgarden.com
MZ_BRAND_0000003332,Loaf 'N Jug,Loaf_N_Jug.png,https://www.loafnjug.com/,loafnjug.com,https://logo.clearbit.com/loafnjug.com
MZ_BRAND_0000006439,Taylor Food Mart,Taylor_Food_Mart.png,https://cefcostores.com/location/taylor-food-2040-amarillo-tx/,NA,NA
MZ_BRAND_0000007759,Tapestry Collection by Hilton,Tapestry_Collection_by_Hilton.png,https://www.hilton.com/en/brands/tapestry-collection/,NA,NA
MZ_BRAND_0000004660,Rita's Italian Ice,Ritas_Italian_Ice.png,https://www.ritasice.com/,ritasfranchises.com,https://logo.clearbit.com/ritasfranchises.com
MZ_BRAND_0000002554,Hannaford Supermarkets,Hannaford_logo.svg.png,https://www.hannaford.com/,NA,NA
MZ_BRAND_0000006302,Wyndham Garden Hotels,Wyndham_Garden_Hotels.png,https://www.wyndhamhotels.com/wyndham-garden,NA,NA
MZ_BRAND_0000006171,World Market,World_Market.png,https://www.worldmarket.com/,worldmarket.com,https://logo.clearbit.com/worldmarket.com
MZ_BRAND_0000006520,Shop 'n Save,Shop_n_Save.png,https://www.shopnsavefood.com/,shopnsavefood.com,https://logo.clearbit.com/shopnsavefood.com
MZ_BRAND_0000000303,Applebee's,Applebees.png,https://www.applebees.com/en,applebees.com.br,https://logo.clearbit.com/applebees.com.br
MZ_BRAND_0000000397,Aurora Healthcare,1902923_10152168453195138_1838165846_n.png,https://www.aurorahealthcare.org/,aurorahealthcare.org,https://logo.clearbit.com/aurorahealthcare.org
MZ_BRAND_0000007704,Breeze Thru Car Wash,BTCW_logo_primary_outline_4c_digital_N2VDsqK.png,https://breezethrucarwash.com/,breezethrucarwash.com,https://logo.clearbit.com/breezethrucarwash.com
MZ_BRAND_0000003146,Kum & Go,Kum__Go.png,https://kumandgo.com/,kum.co.jp,https://logo.clearbit.com/kum.co.jp
MZ_BRAND_0000005397,Target,Target_logo.png,https://www.target.com/,target.com,https://logo.clearbit.com/target.com
MZ_BRAND_0000005246,Stuart Weitzman,Stuart_Weitzman.png,https://www.stuartweitzman.com/,stuartweitzman.com,https://logo.clearbit.com/stuartweitzman.com
MZ_BRAND_0000006646,Pokeworks,pokeworks-logo-wide.png,https://pokeworks.com/,pokeworks.com,https://logo.clearbit.com/pokeworks.com
MZ_BRAND_0000006037,Webster University,Webster_University.png,https://www.webster.edu/,webster.edu,https://logo.clearbit.com/webster.edu
MZ_BRAND_0000005486,The Children's Courtyard,The_Childrens_Courtyard.png,https://www.childrenscourtyard.com/,childrenscourtyard.com,https://logo.clearbit.com/childrenscourtyard.com
MZ_BRAND_0000002697,Honey Dew Donuts,Honey_Dew_Donuts.png,https://honeydewdonuts.com/,honeydewdonuts.com,https://logo.clearbit.com/honeydewdonuts.com
MZ_BRAND_0000006340,Villa,Villa.png,https://www.dtlr.com/,asian-relaxation-villa.com,https://logo.clearbit.com/asian-relaxation-villa.com
MZ_BRAND_0000001893,Express Oil Change,Express_Oil_Change.png,https://www.expressoil.com/,vvexpressoil.com,
MZ_BRAND_0000001323,Cold Stone Creamery,Cold_Stone_Creamery.png,https://www.coldstonecreamery.com/,coldstonecreamery.com,https://logo.clearbit.com/coldstonecreamery.com
MZ_BRAND_0000003432,Macy's,Macys.png,https://www.macys.com/,macys.com,https://logo.clearbit.com/macys.com
MZ_BRAND_0000005834,Under Armour,under_armour.png,https://www.underarmour.com/en-us/,underarmour.com,https://logo.clearbit.com/underarmour.com
MZ_BRAND_0000001645,Dobbs Tire & Auto Centers,Dobbs_Tire__Auto_Centers.png,https://www.gotodobbs.com/,NA,NA
MZ_BRAND_0000000517,Bartell Drugs,Bartell_Drugs.png,https://www.bartelldrugs.com/,bartelldrugs.com,https://logo.clearbit.com/bartelldrugs.com
MZ_BRAND_0000004945,Shari's Cafe and Pies,sharis_logo-1_Q3EVBZR.png,https://sharis.com/,NA,NA
MZ_BRAND_0000000480,Bank of America,Bank_of_America_6JCVHyr.png,https://www.bankofamerica.com/,bankofamerica.com,
MZ_BRAND_0000001829,Emagine Entertainment,Emagine_Entertainment.png,https://www.emagine-entertainment.com/,emagine-entertainment.com,https://logo.clearbit.com/emagine-entertainment.com
MZ_BRAND_0000001781,Edwin Watts Golf Shops,Edwin_Watts_Golf_Shops.png,https://www.worldwidegolfshops.com/edwin-watts-golf-shops,NA,NA
MZ_BRAND_0000005804,uBreakiFix,uBreakiFix.png,https://www.ubreakifix.com/,ubreakifix.com,https://logo.clearbit.com/ubreakifix.com
MZ_BRAND_0000007764,Sugarfina,Sugarfina.png,https://www.sugarfina.com/,sugarfina.com,https://logo.clearbit.com/sugarfina.com
MZ_BRAND_0000007750,Bulgari,Bulgari.png,https://www.bulgari.com/,bulgari.com,https://logo.clearbit.com/bulgari.com
